,Two_yr_Recidivism,Number_of_Priors,score_factor,Female,Misdemeanor,Age,Race
4507,1,3,1,1,1,Age_Below_TwentyFive,African_American
4508,1,1,0,0,0,Age_Below_TwentyFive,African_American
4509,1,0,0,0,1,Age_Above_FourtyFive,
4510,1,0,1,1,0,Age_Below_TwentyFive,
4511,1,2,1,0,1,Age_Below_TwentyFive,African_American
4512,1,8,1,0,1,Age_Below_TwentyFive,African_American
4513,0,0,0,0,1,Age_Below_TwentyFive,
4514,1,5,1,0,1,Age_Below_TwentyFive,African_American
4515,0,1,0,0,1,Age_Below_TwentyFive,Hispanic
4516,0,0,0,1,0,Age_Above_FourtyFive,African_American
4517,0,1,0,0,1,Age_Below_TwentyFive,
4518,0,0,0,0,0,Age_Below_TwentyFive,African_American
4519,1,6,0,0,0,Age_Below_TwentyFive,Hispanic
4520,0,2,0,0,1,Age_Below_TwentyFive,Other
4521,1,6,1,0,0,Age_Below_TwentyFive,
4522,1,13,1,0,0,Age_Below_TwentyFive,African_American
4523,0,2,0,0,0,Age_Below_TwentyFive,African_American
4524,0,2,0,0,0,Age_Below_TwentyFive,
4525,0,0,0,0,1,Age_Below_TwentyFive,
4526,0,1,0,1,0,Age_Below_TwentyFive,
4527,1,2,1,0,0,Age_Below_TwentyFive,African_American
4528,0,5,0,0,0,Age_Above_FourtyFive,African_American
4529,0,1,0,0,1,Age_Below_TwentyFive,African_American
4530,0,10,0,0,1,Age_Above_FourtyFive,
4531,0,0,0,0,0,Age_Above_FourtyFive,
4532,0,4,1,0,0,Age_Below_TwentyFive,
4533,1,15,1,0,0,Age_Above_FourtyFive,African_American
4534,0,2,0,0,0,Age_Above_FourtyFive,
4535,1,4,0,0,1,Age_Below_TwentyFive,African_American
4536,1,2,0,0,0,Age_Below_TwentyFive,
4537,0,6,1,0,0,Age_Below_TwentyFive,
4538,1,2,1,0,0,Age_Below_TwentyFive,African_American
4539,0,0,0,1,1,Age_Above_FourtyFive,
4540,1,8,1,0,0,Age_Above_FourtyFive,African_American
4541,1,0,1,0,0,Age_Below_TwentyFive,African_American
4542,1,0,0,0,1,Age_Above_FourtyFive,
4543,1,1,0,0,0,Age_Below_TwentyFive,
4544,1,0,0,0,0,Age_Below_TwentyFive,African_American
4545,0,1,1,1,1,Age_Below_TwentyFive,African_American
4546,0,0,0,0,1,Age_Above_FourtyFive,
4547,1,4,0,0,0,Age_Below_TwentyFive,
4548,1,5,1,0,0,Age_Below_TwentyFive,African_American
4549,0,0,1,1,1,Age_Below_TwentyFive,African_American
4550,0,0,0,0,1,Age_Below_TwentyFive,
4551,1,5,0,0,1,Age_Below_TwentyFive,African_American
4552,0,16,1,1,0,Age_Below_TwentyFive,African_American
4553,1,3,1,0,0,Age_Below_TwentyFive,African_American
4554,1,1,0,0,0,Age_Above_FourtyFive,African_American
4555,0,1,0,1,1,Age_Above_FourtyFive,
4556,0,0,1,1,1,Age_Below_TwentyFive,
4557,1,4,1,0,0,Age_Below_TwentyFive,African_American
4558,0,1,0,1,1,Age_Above_FourtyFive,African_American
4559,1,7,1,0,1,Age_Below_TwentyFive,African_American
4560,0,1,0,0,0,Age_Below_TwentyFive,
4561,1,0,1,0,0,Age_Below_TwentyFive,
4562,0,4,1,0,1,Age_Below_TwentyFive,African_American
4563,0,2,1,0,0,Age_Below_TwentyFive,African_American
4564,0,12,1,0,1,Age_Below_TwentyFive,African_American
4565,0,0,0,0,0,Age_Below_TwentyFive,
4566,1,5,1,0,0,Age_Below_TwentyFive,African_American
4567,0,1,0,0,0,Age_Above_FourtyFive,African_American
4568,0,1,1,0,0,Age_Below_TwentyFive,African_American
4569,1,1,1,0,0,Age_Below_TwentyFive,African_American
4570,1,0,1,0,1,Age_Below_TwentyFive,
4571,1,1,0,1,0,Age_Above_FourtyFive,Hispanic
4572,1,1,0,0,0,Age_Above_FourtyFive,
4573,0,1,0,0,0,Age_Below_TwentyFive,African_American
4574,1,16,1,0,0,Age_Below_TwentyFive,African_American
4575,0,0,0,0,0,Age_Below_TwentyFive,
4576,1,1,1,0,0,Age_Below_TwentyFive,African_American
4577,0,1,0,0,0,Age_Above_FourtyFive,Other
4578,1,1,1,0,1,Age_Below_TwentyFive,African_American
4579,0,1,1,0,0,Age_Below_TwentyFive,African_American
4580,1,17,1,0,0,Age_Below_TwentyFive,African_American
4581,0,0,0,0,1,Age_Above_FourtyFive,
4582,0,3,0,0,1,Age_Below_TwentyFive,
4583,0,2,0,0,1,Age_Below_TwentyFive,Hispanic
4584,0,0,0,0,1,Age_Above_FourtyFive,
4585,0,1,1,0,1,Age_Below_TwentyFive,African_American
4586,0,0,0,0,1,Age_Below_TwentyFive,
4587,0,0,0,0,0,Age_Below_TwentyFive,
4588,0,0,1,1,0,Age_Below_TwentyFive,African_American
4589,0,0,0,0,0,Age_Above_FourtyFive,Asian
4590,1,0,1,0,1,Age_Below_TwentyFive,African_American
4591,0,5,0,0,1,Age_Below_TwentyFive,African_American
4592,1,0,0,1,1,Age_Below_TwentyFive,African_American
4593,0,0,0,0,1,Age_Below_TwentyFive,African_American
4594,0,0,0,0,1,Age_Below_TwentyFive,
4595,1,0,0,0,0,Age_Below_TwentyFive,African_American
4596,1,1,1,1,1,Age_Below_TwentyFive,
4597,0,1,0,0,0,Age_Below_TwentyFive,African_American
4598,1,0,0,0,1,Age_Below_TwentyFive,
4599,0,1,1,0,0,Age_Below_TwentyFive,African_American
4600,1,3,0,0,0,Age_Above_FourtyFive,
4601,1,4,0,0,0,Age_Below_TwentyFive,
4602,1,8,0,0,1,Age_Above_FourtyFive,African_American
4603,1,0,1,0,1,Age_Below_TwentyFive,African_American
4604,0,3,1,0,1,Age_Below_TwentyFive,
4605,0,0,0,0,0,Age_Above_FourtyFive,
4606,1,6,0,0,0,Age_Below_TwentyFive,Other
4607,0,0,0,0,0,Age_Below_TwentyFive,African_American
4608,1,0,1,0,0,Age_Below_TwentyFive,African_American
4609,0,17,1,0,1,Age_Below_TwentyFive,African_American
4610,1,8,1,0,0,Age_Above_FourtyFive,
4611,1,2,0,0,0,Age_Above_FourtyFive,
4612,1,2,1,0,0,Age_Below_TwentyFive,African_American
4613,0,16,1,0,0,Age_Above_FourtyFive,African_American
4614,1,0,0,0,0,Age_Below_TwentyFive,
4615,1,3,0,0,1,Age_Below_TwentyFive,
4616,0,9,1,0,0,Age_Below_TwentyFive,Asian
4617,0,1,0,0,0,Age_Below_TwentyFive,
4618,0,0,0,0,0,Age_Below_TwentyFive,
4619,1,1,1,1,0,Age_Below_TwentyFive,African_American
4620,0,0,0,0,1,Age_Above_FourtyFive,Asian
4621,0,3,0,0,1,Age_Below_TwentyFive,African_American
4622,0,0,1,0,0,Age_Below_TwentyFive,Hispanic
4623,0,0,0,1,1,Age_Below_TwentyFive,
4624,1,3,0,0,1,Age_Below_TwentyFive,African_American
4625,1,0,1,0,0,Age_Below_TwentyFive,
4626,0,14,1,1,0,Age_Below_TwentyFive,
4627,0,1,0,0,0,Age_Below_TwentyFive,Hispanic
4628,0,0,0,0,1,Age_Above_FourtyFive,
4629,1,3,1,0,0,Age_Below_TwentyFive,
4630,0,2,0,0,1,Age_Above_FourtyFive,
4631,0,6,0,0,0,Age_Below_TwentyFive,African_American
4632,1,6,1,1,0,Age_Below_TwentyFive,African_American
4633,1,5,1,0,0,Age_Below_TwentyFive,African_American
4634,0,0,0,0,1,Age_Above_FourtyFive,Hispanic
4635,0,1,0,0,0,Age_Above_FourtyFive,Hispanic
4636,0,7,1,0,0,Age_Below_TwentyFive,African_American
4637,0,1,0,1,1,Age_Below_TwentyFive,African_American
4638,0,0,0,1,1,Age_Below_TwentyFive,
4639,0,1,0,0,0,Age_Below_TwentyFive,African_American
4640,1,5,1,0,1,Age_Below_TwentyFive,
4641,1,7,1,1,0,Age_Below_TwentyFive,
4642,0,0,0,1,0,Age_Below_TwentyFive,Other
4643,0,0,0,0,1,Age_Below_TwentyFive,African_American
4644,0,1,0,1,0,Age_Below_TwentyFive,Asian
4645,1,11,0,0,0,Age_Below_TwentyFive,African_American
4646,0,8,1,0,1,Age_Below_TwentyFive,African_American
4647,1,6,1,0,0,Age_Below_TwentyFive,African_American
4648,0,0,0,0,0,Age_Above_FourtyFive,African_American
4649,1,6,1,0,0,Age_Below_TwentyFive,Hispanic
4650,1,0,1,0,1,Age_Above_FourtyFive,
4651,1,1,0,0,0,Age_Below_TwentyFive,African_American
4652,0,0,0,0,0,Age_Below_TwentyFive,African_American
4653,0,5,0,0,0,Age_Below_TwentyFive,
4654,1,11,1,1,0,Age_Below_TwentyFive,African_American
4655,0,0,1,1,1,Age_Below_TwentyFive,Other
4656,1,3,1,0,0,Age_Above_FourtyFive,African_American
4657,0,8,1,0,1,Age_Below_TwentyFive,African_American
4658,0,3,0,1,0,Age_Below_TwentyFive,
4659,1,1,1,0,0,Age_Below_TwentyFive,Hispanic
4660,1,2,1,1,0,Age_Below_TwentyFive,
4661,1,10,1,0,0,Age_Below_TwentyFive,African_American
4662,1,8,1,0,1,Age_Below_TwentyFive,African_American
4663,1,3,1,1,1,Age_Below_TwentyFive,
4664,0,8,1,0,0,Age_Below_TwentyFive,African_American
4665,1,12,1,0,0,Age_Below_TwentyFive,African_American
4666,1,12,1,0,0,Age_Below_TwentyFive,African_American
4667,0,0,0,1,1,Age_Above_FourtyFive,
4668,0,0,0,0,0,Age_Below_TwentyFive,
4669,0,2,0,0,0,Age_Below_TwentyFive,African_American
4670,0,0,0,0,0,Age_Below_TwentyFive,Other
4671,0,6,1,1,0,Age_Below_TwentyFive,
4672,1,15,1,0,1,Age_Below_TwentyFive,African_American
4673,0,5,1,1,0,Age_Above_FourtyFive,African_American
4674,1,6,1,0,0,Age_Below_TwentyFive,African_American
4675,0,6,1,0,1,Age_Below_TwentyFive,African_American
4676,0,1,1,1,0,Age_Below_TwentyFive,
4677,0,0,1,0,0,Age_Below_TwentyFive,African_American
4678,1,6,0,0,0,Age_Above_FourtyFive,Other
4679,0,4,1,0,0,Age_Below_TwentyFive,African_American
4680,1,3,1,0,1,Age_Below_TwentyFive,African_American
4681,1,6,0,0,1,Age_Below_TwentyFive,Hispanic
4682,0,4,0,0,0,Age_Above_FourtyFive,African_American
4683,1,0,1,0,0,Age_Below_TwentyFive,Hispanic
4684,1,1,0,0,0,Age_Below_TwentyFive,Other
4685,1,13,1,1,0,Age_Below_TwentyFive,African_American
4686,1,1,1,0,0,Age_Below_TwentyFive,African_American
4687,1,10,1,0,0,Age_Below_TwentyFive,
4688,1,10,1,0,1,Age_Below_TwentyFive,
4689,0,0,0,0,0,Age_Above_FourtyFive,
4690,0,1,1,0,1,Age_Above_FourtyFive,
4691,0,2,0,0,0,Age_Below_TwentyFive,African_American
4692,1,0,1,0,0,Age_Below_TwentyFive,African_American
4693,1,1,0,1,1,Age_Below_TwentyFive,African_American
4694,1,9,1,0,0,Age_Below_TwentyFive,
4695,0,2,0,0,0,Age_Below_TwentyFive,African_American
4696,1,1,0,1,1,Age_Below_TwentyFive,
4697,1,0,0,0,0,Age_Below_TwentyFive,African_American
4698,0,0,1,1,0,Age_Below_TwentyFive,African_American
4699,1,0,1,0,0,Age_Above_FourtyFive,
4700,1,4,1,0,0,Age_Below_TwentyFive,African_American
4701,0,7,1,0,0,Age_Below_TwentyFive,African_American
4702,1,5,1,0,0,Age_Below_TwentyFive,
4703,0,0,0,0,1,Age_Above_FourtyFive,Other
4704,0,0,0,0,1,Age_Below_TwentyFive,African_American
4705,1,15,1,0,0,Age_Below_TwentyFive,African_American
4706,0,5,0,0,1,Age_Above_FourtyFive,
4707,0,2,0,0,1,Age_Above_FourtyFive,
4708,1,21,1,0,0,Age_Above_FourtyFive,African_American
4709,0,0,0,0,0,Age_Above_FourtyFive,Asian
4710,1,3,1,1,0,Age_Below_TwentyFive,
4711,0,1,0,0,1,Age_Below_TwentyFive,African_American
4712,1,6,0,0,0,Age_Below_TwentyFive,Other
4713,1,7,1,0,0,Age_Below_TwentyFive,Hispanic
4714,0,0,1,0,0,Age_Below_TwentyFive,African_American
4715,0,0,0,0,0,Age_Below_TwentyFive,
4716,1,0,1,0,0,Age_Below_TwentyFive,Hispanic
4717,1,0,0,0,0,Age_Below_TwentyFive,African_American
4718,1,7,1,0,0,Age_Below_TwentyFive,African_American
4719,1,18,1,0,0,Age_Below_TwentyFive,African_American
4720,1,0,0,0,1,Age_Above_FourtyFive,Hispanic
4721,1,16,1,0,0,Age_Below_TwentyFive,
4722,1,0,0,0,0,Age_Below_TwentyFive,African_American
4723,0,2,0,0,0,Age_Below_TwentyFive,African_American
4724,1,5,1,0,0,Age_Below_TwentyFive,
4725,1,0,0,0,0,Age_Below_TwentyFive,
4726,0,0,0,0,1,Age_Below_TwentyFive,
4727,1,3,1,0,0,Age_Below_TwentyFive,Hispanic
4728,0,7,1,0,0,Age_Below_TwentyFive,African_American
4729,0,0,0,1,0,Age_Below_TwentyFive,African_American
4730,0,0,1,0,0,Age_Below_TwentyFive,
4731,0,0,0,0,0,Age_Below_TwentyFive,African_American
4732,0,0,1,1,1,Age_Below_TwentyFive,African_American
4733,1,2,1,1,0,Age_Below_TwentyFive,
4734,0,0,0,0,0,Age_Below_TwentyFive,African_American
4735,1,1,1,1,0,Age_Below_TwentyFive,
4736,1,16,1,0,1,Age_Above_FourtyFive,African_American
4737,0,0,0,0,0,Age_Above_FourtyFive,
4738,1,7,1,1,0,Age_Below_TwentyFive,
4739,1,18,1,0,1,Age_Below_TwentyFive,African_American
4740,1,0,1,0,0,Age_Below_TwentyFive,African_American
4741,0,1,0,0,0,Age_Below_TwentyFive,African_American
4742,1,0,1,0,0,Age_Below_TwentyFive,Other
4743,0,7,0,0,0,Age_Below_TwentyFive,African_American
4744,1,12,1,1,0,Age_Below_TwentyFive,
4745,0,3,0,0,1,Age_Below_TwentyFive,Hispanic
4746,0,6,0,0,0,Age_Below_TwentyFive,
4747,1,13,1,0,0,Age_Below_TwentyFive,Other
4748,1,3,0,0,1,Age_Below_TwentyFive,
4749,0,1,0,0,1,Age_Below_TwentyFive,
4750,1,0,0,0,0,Age_Below_TwentyFive,Hispanic
4751,0,3,0,0,1,Age_Below_TwentyFive,African_American
4752,0,1,0,0,0,Age_Below_TwentyFive,African_American
4753,0,2,0,0,0,Age_Above_FourtyFive,
4754,1,1,0,0,0,Age_Below_TwentyFive,Hispanic
4755,0,1,1,0,0,Age_Below_TwentyFive,
4756,0,0,1,0,0,Age_Below_TwentyFive,African_American
4757,0,0,0,0,0,Age_Below_TwentyFive,African_American
4758,1,6,1,0,1,Age_Below_TwentyFive,African_American
4759,0,0,0,0,0,Age_Below_TwentyFive,African_American
4760,1,4,0,0,0,Age_Below_TwentyFive,African_American
4761,1,2,0,0,0,Age_Below_TwentyFive,African_American
4762,1,7,1,0,0,Age_Below_TwentyFive,African_American
4763,1,0,1,1,1,Age_Below_TwentyFive,
4764,0,5,0,1,0,Age_Below_TwentyFive,
4765,0,2,0,0,0,Age_Below_TwentyFive,African_American
4766,0,15,1,0,0,Age_Below_TwentyFive,
4767,1,4,0,0,0,Age_Above_FourtyFive,African_American
4768,0,4,1,1,0,Age_Below_TwentyFive,African_American
4769,1,0,0,0,1,Age_Below_TwentyFive,
4770,1,7,1,1,0,Age_Above_FourtyFive,African_American
4771,0,3,1,0,0,Age_Below_TwentyFive,
4772,0,8,1,0,1,Age_Below_TwentyFive,African_American
4773,1,7,1,0,0,Age_Below_TwentyFive,African_American
4774,0,0,0,1,1,Age_Below_TwentyFive,
4775,1,0,0,0,0,Age_Below_TwentyFive,
4776,1,0,1,0,0,Age_Below_TwentyFive,African_American
4777,1,14,1,0,0,Age_Below_TwentyFive,African_American
4778,0,1,0,0,1,Age_Below_TwentyFive,African_American
4779,1,5,1,0,0,Age_Below_TwentyFive,
4780,1,2,1,0,1,Age_Below_TwentyFive,African_American
4781,0,1,0,1,1,Age_Below_TwentyFive,Other
4782,0,0,0,0,1,Age_Below_TwentyFive,African_American
4783,0,0,0,0,0,Age_Below_TwentyFive,
4784,0,1,0,1,0,Age_Below_TwentyFive,African_American
4785,1,0,0,0,1,Age_Below_TwentyFive,African_American
4786,1,1,1,0,0,Age_Below_TwentyFive,African_American
4787,1,6,1,0,0,Age_Below_TwentyFive,African_American
4788,1,10,1,0,0,Age_Below_TwentyFive,Hispanic
4789,0,1,0,1,0,Age_Below_TwentyFive,Hispanic
4790,0,4,1,0,1,Age_Below_TwentyFive,African_American
4791,0,0,1,1,1,Age_Below_TwentyFive,African_American
4792,1,7,0,1,1,Age_Above_FourtyFive,
4793,0,1,0,0,0,Age_Below_TwentyFive,African_American
4794,0,0,0,0,0,Age_Above_FourtyFive,Hispanic
4795,0,1,0,0,0,Age_Below_TwentyFive,African_American
4796,0,0,1,0,0,Age_Below_TwentyFive,African_American
4797,1,10,1,1,0,Age_Below_TwentyFive,
4798,1,0,0,0,0,Age_Above_FourtyFive,African_American
4799,0,5,1,0,0,Age_Below_TwentyFive,African_American
4800,1,1,1,0,0,Age_Below_TwentyFive,African_American
4801,1,0,0,0,1,Age_Below_TwentyFive,
4802,0,1,1,0,0,Age_Below_TwentyFive,
4803,0,1,0,1,0,Age_Above_FourtyFive,
4804,1,17,1,0,0,Age_Below_TwentyFive,African_American
4805,1,0,0,0,0,Age_Below_TwentyFive,African_American
4806,1,8,0,0,0,Age_Above_FourtyFive,African_American
4807,0,2,0,0,1,Age_Above_FourtyFive,
4808,1,13,1,0,0,Age_Below_TwentyFive,African_American
4809,1,4,1,0,0,Age_Below_TwentyFive,African_American
4810,1,0,1,0,0,Age_Above_FourtyFive,
4811,0,2,1,0,1,Age_Below_TwentyFive,African_American
4812,0,0,0,1,1,Age_Below_TwentyFive,
4813,0,1,0,0,1,Age_Below_TwentyFive,African_American
4814,1,0,0,0,1,Age_Below_TwentyFive,African_American
4815,0,2,0,1,1,Age_Above_FourtyFive,
4816,1,5,1,0,0,Age_Below_TwentyFive,
4817,0,1,0,0,1,Age_Above_FourtyFive,African_American
4818,1,8,1,0,1,Age_Below_TwentyFive,African_American
4819,0,2,0,0,1,Age_Above_FourtyFive,African_American
4820,0,0,0,0,0,Age_Below_TwentyFive,
4821,0,0,0,1,1,Age_Below_TwentyFive,Hispanic
4822,1,0,0,0,0,Age_Below_TwentyFive,Other
4823,1,2,0,0,1,Age_Below_TwentyFive,African_American
4824,1,4,1,0,0,Age_Below_TwentyFive,African_American
4825,0,0,0,0,1,Age_Below_TwentyFive,Hispanic
4826,0,0,1,1,0,Age_Below_TwentyFive,African_American
4827,0,6,0,0,0,Age_Below_TwentyFive,African_American
4828,1,0,1,0,0,Age_Below_TwentyFive,African_American
4829,0,1,1,0,1,Age_Below_TwentyFive,African_American
4830,0,2,1,0,0,Age_Below_TwentyFive,African_American
4831,0,3,0,0,1,Age_Above_FourtyFive,
4832,1,7,0,0,0,Age_Below_TwentyFive,African_American
4833,1,6,1,0,0,Age_Below_TwentyFive,African_American
4834,0,2,0,0,1,Age_Below_TwentyFive,
4835,0,4,0,0,0,Age_Below_TwentyFive,
4836,0,3,1,0,0,Age_Below_TwentyFive,African_American
4837,0,2,0,1,0,Age_Below_TwentyFive,Hispanic
4838,0,0,0,0,0,Age_Below_TwentyFive,
4839,0,1,0,0,0,Age_Below_TwentyFive,African_American
4840,1,1,1,0,0,Age_Below_TwentyFive,African_American
4841,0,0,0,0,0,Age_Below_TwentyFive,African_American
4842,1,11,1,0,0,Age_Below_TwentyFive,
4843,0,0,0,0,1,Age_Below_TwentyFive,African_American
4844,0,1,0,0,0,Age_Below_TwentyFive,Other
4845,1,14,1,0,0,Age_Below_TwentyFive,African_American
4846,1,2,0,0,0,Age_Below_TwentyFive,
4847,0,0,0,0,0,Age_Below_TwentyFive,African_American
4848,0,0,0,0,0,Age_Above_FourtyFive,African_American
4849,1,6,1,0,0,Age_Below_TwentyFive,African_American
4850,1,9,1,0,0,Age_Below_TwentyFive,African_American
4851,0,2,1,1,0,Age_Below_TwentyFive,African_American
4852,0,1,0,0,1,Age_Above_FourtyFive,
4853,0,4,1,0,0,Age_Above_FourtyFive,
4854,0,0,0,1,1,Age_Below_TwentyFive,African_American
4855,0,0,1,1,1,Age_Below_TwentyFive,
4856,0,5,0,1,0,Age_Below_TwentyFive,African_American
4857,0,1,0,0,0,Age_Below_TwentyFive,Hispanic
4858,1,6,1,0,1,Age_Below_TwentyFive,African_American
4859,0,1,0,0,0,Age_Below_TwentyFive,African_American
4860,0,0,0,0,0,Age_Above_FourtyFive,Hispanic
4861,1,1,0,0,0,Age_Above_FourtyFive,
4862,1,0,1,0,0,Age_Below_TwentyFive,
4863,0,5,0,0,1,Age_Above_FourtyFive,African_American
4864,0,1,0,0,1,Age_Above_FourtyFive,
4865,1,1,0,0,0,Age_Below_TwentyFive,Other
4866,1,2,1,0,0,Age_Below_TwentyFive,Hispanic
4867,1,7,1,0,0,Age_Below_TwentyFive,African_American
4868,1,16,1,0,0,Age_Below_TwentyFive,African_American
4869,0,0,0,1,1,Age_Below_TwentyFive,
4870,0,2,1,1,1,Age_Below_TwentyFive,
4871,0,1,1,1,0,Age_Below_TwentyFive,African_American
4872,0,0,0,0,1,Age_Below_TwentyFive,
4873,0,0,0,0,1,Age_Below_TwentyFive,African_American
4874,0,5,0,0,0,Age_Below_TwentyFive,
4875,0,0,0,0,0,Age_Below_TwentyFive,African_American
4876,0,2,0,0,0,Age_Below_TwentyFive,African_American
4877,1,12,1,0,0,Age_Below_TwentyFive,African_American
4878,0,1,0,0,0,Age_Below_TwentyFive,Asian
4879,0,2,0,0,0,Age_Below_TwentyFive,
4880,0,0,0,0,0,Age_Below_TwentyFive,African_American
4881,0,19,1,0,0,Age_Below_TwentyFive,African_American
4882,0,0,1,1,0,Age_Below_TwentyFive,
4883,0,0,1,0,0,Age_Below_TwentyFive,
4884,0,0,0,0,0,Age_Above_FourtyFive,
4885,0,4,0,0,0,Age_Below_TwentyFive,
4886,1,17,1,0,0,Age_Below_TwentyFive,African_American
4887,1,4,0,0,0,Age_Below_TwentyFive,African_American
4888,1,12,1,0,1,Age_Below_TwentyFive,
4889,0,0,0,1,0,Age_Above_FourtyFive,
4890,1,4,1,1,0,Age_Below_TwentyFive,African_American
4891,1,2,0,0,0,Age_Below_TwentyFive,
4892,0,1,0,1,1,Age_Below_TwentyFive,African_American
4893,0,0,1,0,0,Age_Below_TwentyFive,Other
4894,1,0,1,1,1,Age_Below_TwentyFive,African_American
4895,0,0,0,0,1,Age_Below_TwentyFive,African_American
4896,0,0,0,1,1,Age_Below_TwentyFive,African_American
4897,1,4,0,0,0,Age_Above_FourtyFive,
4898,0,9,1,0,0,Age_Below_TwentyFive,Hispanic
4899,1,7,1,0,0,Age_Below_TwentyFive,African_American
4900,0,1,0,1,0,Age_Below_TwentyFive,Hispanic
4901,0,0,1,1,1,Age_Below_TwentyFive,
4902,0,12,0,0,0,Age_Below_TwentyFive,
4903,1,0,0,0,0,Age_Below_TwentyFive,
4904,0,2,1,0,1,Age_Below_TwentyFive,African_American
4905,0,0,0,0,1,Age_Below_TwentyFive,African_American
4906,0,8,1,1,0,Age_Below_TwentyFive,African_American
4907,1,0,1,1,0,Age_Below_TwentyFive,
4908,1,0,0,1,1,Age_Below_TwentyFive,
4909,1,8,1,0,1,Age_Below_TwentyFive,African_American
4910,0,1,0,1,1,Age_Below_TwentyFive,
4911,0,3,0,0,0,Age_Below_TwentyFive,
4912,1,5,1,0,0,Age_Below_TwentyFive,
4913,1,1,0,0,0,Age_Above_FourtyFive,
4914,1,0,1,0,0,Age_Above_FourtyFive,Other
4915,0,1,0,0,0,Age_Below_TwentyFive,
4916,0,3,1,0,0,Age_Below_TwentyFive,
4917,1,0,0,0,1,Age_Below_TwentyFive,Hispanic
4918,1,8,1,0,0,Age_Below_TwentyFive,African_American
4919,0,1,0,0,0,Age_Below_TwentyFive,
4920,1,13,0,0,1,Age_Above_FourtyFive,
4921,0,4,0,1,0,Age_Below_TwentyFive,African_American
4922,1,6,1,1,0,Age_Below_TwentyFive,African_American
4923,1,4,0,0,1,Age_Below_TwentyFive,
4924,0,1,0,0,0,Age_Below_TwentyFive,
4925,0,2,1,0,0,Age_Below_TwentyFive,African_American
4926,1,8,0,0,1,Age_Below_TwentyFive,African_American
4927,0,1,0,0,0,Age_Below_TwentyFive,African_American
4928,0,0,0,0,1,Age_Below_TwentyFive,Asian
4929,0,1,0,0,1,Age_Above_FourtyFive,Hispanic
4930,1,23,1,0,1,Age_Below_TwentyFive,African_American
4931,0,3,0,0,1,Age_Below_TwentyFive,
4932,0,7,1,0,0,Age_Below_TwentyFive,African_American
4933,1,7,1,0,0,Age_Below_TwentyFive,
4934,0,1,0,0,0,Age_Below_TwentyFive,
4935,0,0,0,1,1,Age_Above_FourtyFive,
4936,1,5,0,0,1,Age_Below_TwentyFive,
4937,0,0,0,1,1,Age_Below_TwentyFive,Hispanic
4938,0,1,0,0,1,Age_Below_TwentyFive,African_American
4939,1,3,1,1,0,Age_Below_TwentyFive,
4940,0,2,0,0,1,Age_Below_TwentyFive,
4941,0,0,0,0,0,Age_Above_FourtyFive,Asian
4942,0,0,1,1,1,Age_Below_TwentyFive,
4943,1,0,0,1,0,Age_Below_TwentyFive,
4944,0,1,0,1,0,Age_Below_TwentyFive,
4945,0,0,1,0,0,Age_Below_TwentyFive,African_American
4946,0,1,0,0,0,Age_Below_TwentyFive,Hispanic
4947,1,2,1,0,0,Age_Below_TwentyFive,African_American
4948,1,9,0,1,1,Age_Below_TwentyFive,
4949,0,5,1,1,1,Age_Below_TwentyFive,African_American
4950,0,3,0,1,0,Age_Above_FourtyFive,African_American
4951,0,1,1,0,0,Age_Below_TwentyFive,Hispanic
4952,0,1,1,1,0,Age_Below_TwentyFive,Hispanic
4953,0,3,0,0,0,Age_Below_TwentyFive,Hispanic
4954,1,0,0,0,0,Age_Below_TwentyFive,African_American
4955,0,0,0,1,1,Age_Below_TwentyFive,African_American
4956,0,0,0,0,0,Age_Below_TwentyFive,
4957,0,2,0,0,1,Age_Below_TwentyFive,African_American
4958,0,0,0,1,0,Age_Below_TwentyFive,Other
4959,1,2,1,0,1,Age_Below_TwentyFive,African_American
4960,1,10,1,0,0,Age_Below_TwentyFive,African_American
4961,1,26,1,0,0,Age_Below_TwentyFive,Hispanic
4962,0,5,0,0,0,Age_Below_TwentyFive,Hispanic
4963,0,1,0,0,0,Age_Above_FourtyFive,
4964,1,1,1,0,0,Age_Below_TwentyFive,African_American
4965,0,0,0,0,1,Age_Above_FourtyFive,Hispanic
4966,1,2,1,0,0,Age_Below_TwentyFive,African_American
4967,0,3,0,0,1,Age_Below_TwentyFive,African_American
4968,0,0,0,1,1,Age_Below_TwentyFive,
4969,1,0,0,0,0,Age_Below_TwentyFive,African_American
4970,0,1,0,0,0,Age_Above_FourtyFive,
4971,1,9,1,0,1,Age_Below_TwentyFive,African_American
4972,1,19,1,0,0,Age_Below_TwentyFive,Hispanic
4973,0,0,0,0,1,Age_Below_TwentyFive,Other
4974,1,1,0,0,1,Age_Above_FourtyFive,Other
4975,1,3,1,1,0,Age_Below_TwentyFive,African_American
4976,0,4,0,0,0,Age_Below_TwentyFive,African_American
4977,1,12,0,0,0,Age_Above_FourtyFive,
4978,0,1,0,0,1,Age_Below_TwentyFive,Other
4979,0,0,1,0,1,Age_Below_TwentyFive,
4980,0,2,1,0,0,Age_Below_TwentyFive,African_American
4981,1,0,0,1,0,Age_Below_TwentyFive,African_American
4982,0,0,1,0,1,Age_Below_TwentyFive,African_American
4983,1,5,1,0,0,Age_Below_TwentyFive,Hispanic
4984,0,0,0,1,0,Age_Below_TwentyFive,Hispanic
4985,0,0,0,1,0,Age_Above_FourtyFive,
